college,college_name,zip,county,mean_students_per_cohort,ec_own_ses_college,ec_own_ses_se_college,ec_parent_ses_college,ec_parent_ses_se_college,ec_high_own_ses_college,ec_high_own_ses_se_college,ec_high_parent_ses_college,ec_high_parent_ses_se_college,exposure_own_ses_college,exposure_parent_ses_college,bias_own_ses_college,bias_parent_ses_college,bias_high_own_ses_college,bias_high_parent_ses_college,clustering_college,support_ratio_college,volunteering_rate_college
386600,Milwaukee Area Technical College,53233,55079,2229.333333333333,.79289001,.0242,.62554002,.034030002,1.27628,.022709999,.91275001,.03971,.99220002,.75514001,.20088001,.17163,-.28632,-.20871,.14566,.93256998,.080009997
386800,Milwaukee School of Engineering,53202,55079,362.6666666666667,1.7061,.03097,1.29965,.042649999,1.77933,.02375,1.32695,.04039,1.69592,1.30546,-.0060000001,.0044499999,-.049180001,-.01647,.31090999,.99708003,.05407
386900,Mount Mary University,53222,55079,85.33333333333333,1.34141,.074500002,,,1.58469,.058279999,,,1.4877501,,.098360002,,-.06515,,.3409,.97498,.089979999
387500,Northland College,54806,55003,153.6666666666667,1.55086,.048330002,1.1502399,.066380002,1.63403,.03926,1.15386,.063429996,1.48356,1.15021,-.045359999,-.000029999999,-.10143,-.0031699999,.48690999,1,.18419001
388400,Ripon College,54971,55039,215.3333333333333,1.64747,.03382,1.1705101,.048420001,1.75428,.02516,1.1953,.046250001,1.61256,1.17141,-.02165,.00076999998,-.08788,-.02039,.44558001,.99699998,.10754
389200,Saint Norbert College,54115,55009,452.3333333333333,1.70286,.025839999,1.36103,.032559998,1.8231601,.01644,1.36077,.03088,1.70236,1.34349,-.00029,-.01306,-.07096,-.01286,.30680001,.99910003,.10997
389500,University of Wisconsin-Madison,53706,55025,26143,1.77573,.01145,1.41695,.01367,1.8680201,.0058300002,1.50495,.01125,1.77753,1.45815,.00102,.02825,-.05091,-.032099999,.16,.98771,.089390002
389600,University of Wisconsin-Milwaukee,53211,55079,26143,1.48541,.019090001,1.1851701,.020810001,1.76888,.0099499999,1.2933199,.018409999,1.62204,1.20056,.084229998,.01282,-.090530001,-.077270001,.16312,.97000998,.10465
389900,University of Wisconsin-Green Bay,54311,55009,26143,1.65248,.02696,1.10587,.03215,1.76509,.01749,1.14367,.03009,1.6264,1.08779,-.016030001,-.016620001,-.085270002,-.051369999,.19491,.97680002,.086199999
391100,Viterbo University,54601,55063,256.3333333333333,1.70443,.032889999,1.2250299,.044179998,1.79066,.02241,1.25454,.039969999,1.6899199,1.19284,-.0085899998,-.02698,-.059610002,-.051729999,.32312,.99664998,.06481
391500,University of Wisconsin-Stout,54751,55033,26143,1.7121201,.018689999,1.21577,.023089999,1.80611,.01207,1.25577,.021640001,1.71208,1.20434,-.000019999999,-.0094900001,-.054919999,-.042709999,.19345,.99417001,.05627
391700,University of Wisconsin-Eau Claire,54701,55035,26143,1.7729501,.01506,1.26195,.0198,1.8207099,.0095199998,1.29927,.01839,1.73867,1.26731,-.019719999,.0042300001,-.047180001,-.025210001,.16821,.99318999,.069640003
391900,University of Wisconsin-La Crosse,54601,55063,26143,1.76097,.01574,1.27873,.02045,1.83515,.0094499998,1.31406,.01942,1.74032,1.28707,-.01187,.00648,-.05449,-.02097,.16167,.99102002,.063900001
392000,University of Wisconsin-Oshkosh,54901,55139,26143,1.69438,.018780001,1.17044,.022059999,1.79046,.01114,1.2177401,.020740001,1.66567,1.1756999,-.017240001,.00447,-.074919999,-.03576,.17847,.98819,.071529999
392100,University of Wisconsin-Platteville,53818,55043,26143,1.6481301,.01826,1.10601,.02337,1.7416,.01283,1.15231,.02296,1.6145,1.12175,-.02083,.01403,-.078720003,-.027249999,.19254,.99193001,.056589998
392300,University of Wisconsin-River Falls,54022,55093,26143,1.72894,.020059999,1.18793,.02626,1.7968,.01377,1.22201,.024730001,1.70581,1.19069,-.01356,.00232,-.053339999,-.0263,.19400001,.98817003,.072559997
392400,University of Wisconsin-Stevens Point,54481,55097,26143,1.62309,.0178,1.11367,.020579999,1.73912,.01208,1.15964,.01926,1.6147,1.11721,-.0051899999,.0031699999,-.07705,-.037980001,.17682,.98997998,.08568
392500,University of Wisconsin-Superior,54880,55031,26143,1.56583,.036979999,1.01441,.046390001,1.6878901,.02691,1.06344,.046969999,1.5261199,1.0441099,-.02602,.02844,-.106,-.018510001,.28911,.99254,.07643
392600,University of Wisconsin-Whitewater,53190,55127,26143,1.6830699,.017200001,1.24392,.020260001,1.79233,.01044,1.31567,.018780001,1.68928,1.27119,.00367,.02146,-.061000001,-.034990001,.18622001,.98895001,.062150002
392800,Casper College,82601,56025,489.3333333333333,1.08241,.068439998,1.09324,.080590002,1.33707,.05683,1.11023,.081239998,1.14862,1.08337,.05765,-.0091000004,-.16407,-.02479,.2156,.93144,.057160001
392900,Eastern Wyoming College,82240,56015,205,1.20418,.05181,1.0098799,.06408,1.36576,.04558,1.0581,.06092,1.19898,.95863003,-.00434,-.053459998,-.13911,-.10376,.37548,.99326998,.08512
393000,Northern Wyoming Community College District,82801,56033,374.6666666666667,1.34376,.05449,.91140002,.062320001,1.42624,.045820002,.95585001,.062120002,1.31512,.95697999,-.021779999,.047630001,-.0845,.00118,.35573,.99434,.049619999
393100,Northwest College,82435,56029,337,1.3106101,.036260001,.99956,.044939999,1.40592,.031410001,1.0433,.044750001,1.26319,1.01442,-.03754,.01465,-.11299,-.02847,.31363001,.99458998,.08856
393200,University of Wyoming,82071,56001,1407.333333333333,1.65334,.01732,1.37747,.02101,1.75694,.01248,1.41215,.0185,1.63109,1.35159,-.01364,-.01914,-.077160001,-.044799998,.20877001,.99179,.071690001
393300,Western Wyoming Community College,82901,56037,430,1.46332,.036109999,1.13225,.043280002,1.58848,.02672,1.19309,.04022,1.46229,1.11364,-.00069999998,-.01671,-.086290002,-.071340002,.32995999,.99687999,.051449999
393500,University of Guam,96923,66010,,1.42152,.058589999,,,1.51215,.044410001,,,1.34139,,-.059739999,,-.12729999,,.22533,.95139998,.0374
393600,Pontifical Catholic University of Puerto Rico-Ponce,717,72113,,.98273998,.050439999,,,1.16452,.047800001,,,.9515,,-.032839999,,-.22387999,,.18205,.91145003,.02909
393700,Universidad del Sagrado Corazon,907,72127,,1.36379,.068070002,,,1.45341,.05782,,,1.3734,,.0070000002,,-.058260001,,.18663999,.88870001,.038759999
393900,Inter American University of Puerto Rico-Aguadilla,603,72005,,.95125997,.095069997,,,1.07414,.10053,,,.90969998,,-.04569,,-.18076999,,.1628,.77026999,.02289
394100,Universidad Ana G. Mendez-Carolina Campus,985,72031,,.76695001,.055509999,,,.91485,.05759,,,.78869998,,.02757,,-.15995,,.17113,.79825997,.01451
394300,University of Puerto Rico-Humacao,792,72069,,1.28449,.080499999,,,1.44236,.062650003,,,1.2817,,-.0021800001,,-.12535,,.22708,.93036002,.037439998
394400,University of Puerto Rico-Mayaguez,681,72097,,1.53215,.0277,.88554001,.064379998,1.64414,.020169999,.96785998,.064120002,1.5181299,.86725998,-.00923,-.02108,-.082999997,-.116,.16653,.97891003,.04668
394600,University of the Virgin Islands,802,78030,,1.26366,.049800001,,,1.35058,.043880001,,,1.1931,,-.059130002,,-.13199,,.30996999,.98964,.040290002
394800,San Francisco Art Institute,94133,6075,,,,,,,,,,,,,,,,.53343737,.99562395,.080766141
395400,University of Central Florida,32816,12095,4407,1.5119801,.01395,1.34389,.01524,1.68716,.0081700003,1.4515001,.01262,1.4861799,1.3207,-.01736,-.01756,-.13523,-.099040002,.16373,.96837002,.067139998
395500,The University of West Florida,32514,12033,874,1.40774,.02248,1.24482,.02582,1.5541101,.01723,1.29694,.02337,1.36746,1.2295099,-.02946,-.01245,-.13649,-.054839998,.22706001,.98605001,.058649998
395600,Dalton State College,30720,13313,719.6666666666666,.93379998,.024739999,.96417999,.031440001,1.1944,.022430001,1.06287,.03015,.95822001,.97121,.025490001,.0072400002,-.24648,-.094379999,.24318001,.99018002,.048590001
396100,William Rainey Harper College,60067,17031,2153.333333333333,1.5492001,.02413,1.11347,.031270001,1.7088,.01518,1.27051,.027480001,1.5686899,1.17902,.01242,.055599999,-.089309998,-.077600002,.22318999,.97285998,.054389998
396500,Bay State College,2116,25025,150,1.65249,.082369998,,,1.70988,.043729998,,,1.66712,,.0087799998,,-.02565,,.3646,.96162999,.046069998
396600,Boston Architectural College,2115,25025,,,,,,,,,,,,,,,,.49379179,.97839379,.036390919
396900,University of Minnesota-Twin Cities,55455,27053,7632.666666666667,1.64729,.01615,1.38191,.016419999,1.82602,.00777,1.4619,.01378,1.70647,1.3933001,.034680001,.0081700003,-.07006,-.049229998,.16723999,.97907001,.08258
396903,University of Minnesota-Rochester,55904,27109,,,,1.22316,.088789999,,,1.20419,.085040003,,1.1921901,,-.025979999,,-.01006,.58740002,1,.057769999
398100,University of North Carolina School of the Arts,27127,37067,152.3333333333333,1.69936,.03768,1.51604,.047699999,1.7503099,.02616,1.50911,.043880001,1.6718,1.50231,-.016480001,-.0091399997,-.04696,-.00452,.50072002,.99865001,.09217
398200,Cleveland Institute of Art,44106,39035,,1.31335,.054200001,1.2699,.080420002,1.42399,.0506,1.2876,.074809998,1.31229,1.2201101,-.00081,-.040800001,-.08512,-.055319998,.48525,1,.081799999
398500,Oral Roberts University,74171,40143,615.6666666666666,1.67193,.02751,1.40878,.032880001,1.77483,.017619999,1.4722,.028720001,1.65238,1.42035,-.01183,.0081500001,-.074100003,-.036499999,.30462,.99900001,.077809997
398600,DeSales University,18034,42077,281.5,1.73391,.034019999,1.46939,.04214,1.82745,.02055,1.48564,.038720001,1.71824,1.46306,-.0091199996,-.0043199998,-.063560002,-.01543,.36319,.99866998,.055009998
398700,La Roche University,15237,42003,212.6666666666667,1.56416,.050239999,1.0078501,.068640001,1.6812299,.037450001,1.0552599,.06786,1.52123,1.02896,-.02822,.020509999,-.10517,-.02557,.38756001,.99182999,.028419999
398800,Neumann University,19014,42045,277,1.71691,.03593,1.37135,.054540001,1.78355,.02399,1.45038,.043889999,1.6859601,1.3156,-.01836,-.042369999,-.057879999,-.10245,.30429,.99298,.037280001
399000,Florence-Darlington Technical College,29501,45041,776,.50375003,.020540001,.67570001,.031810001,.81414998,.0254,.85244,.036189999,.55562001,.71855003,.093359999,.059629999,-.46529999,-.18633001,.25747001,.99290001,.023879999
399100,Greenville Technical College,29606,45045,1966,.75883001,.02043,.78783,.027799999,1.03238,.020640001,.95262003,.02833,.81731999,.85259002,.071570002,.075949997,-.26312,-.11733,.17147,.95927,.038460001
399200,Piedmont Technical College,29646,45047,639.3333333333334,.54679,.0233,.66069001,.032269999,.77205002,.026699999,.74971998,.036359999,.57331002,.69448,.046259999,.04865,-.34663999,-.079539999,.29142001,.99124998,.03173
399300,Midlands Technical College,29170,45063,2056.666666666667,.71135998,.02128,.79022998,.029130001,1.00612,.02269,.92229003,.03029,.77907002,.84298998,.086910002,.062579997,-.29144001,-.094059996,.19345,.97165,.049460001
399400,Spartanburg Community College,29303,45083,757,.70183998,.024329999,.76583999,.03249,.86158001,.02575,.85391998,.034820002,.69427001,.78167999,-.0109,.02025,-.24098,-.092419997,.23630001,.98444998,.029789999
399500,Central Carolina Technical College,29150,45085,506.6666666666667,.44507,.02524,.58840001,.038380001,.71901,.033550002,.77835,.04696,.50161999,.65726,.11274,.10477,-.43338001,-.18423,.27476001,.9914,.033319999
399600,York Technical College,29730,45091,764.3333333333334,.67549998,.0243,.68825001,.0309,.90847999,.025760001,.83857,.035130002,.72079998,.74801999,.062859997,.079899997,-.26038,-.12105,.24232,.98501998,.032099999
399800,Chattanooga State Community College,37406,47065,1422.666666666667,.93045998,.02083,.74825001,.02544,1.14747,.01915,.9138,.02744,.90451998,.80554003,-.02867,.071120001,-.26859,-.13439,.22291,.98268998,.040690001
399900,Cleveland State Community College,37312,47011,445.6666666666667,1.09009,.03218,.74010003,.03717,1.23325,.02733,.83271998,.03813,1.03721,.74584001,-.050980002,.0076899999,-.18900999,-.11649,.25266999,.98543,.046890002
400400,John Tyler Community College,23831,51041,835.3333333333334,1.31122,.0297,1.14274,.039159998,1.49967,.02313,1.2127399,.037009999,1.32461,1.16746,.0101,.02117,-.13215999,-.03878,.19787,.95929003,.05336
400700,Madison Area Technical College,53704,55025,2802.333333333333,1.31978,.02675,.95761001,.031259999,1.56352,.019160001,1.0534,.030060001,1.3527,.98824,.02434,.030990001,-.15584999,-.06594,.21878,.95850003,.065279998
400900,Mesabi Range College,55792,27137,26989.66666666667,1.23294,.047800001,.76630998,.057890002,1.39569,.04211,.78109998,.059009999,1.20552,.79100001,-.022740001,.03121,-.15775,.01251,.3326,.99394,.061080001
402400,Georgia Northwestern Technical College,30161,13115,,.56300002,.024700001,.70262998,.033780001,.74873,.02658,.80484998,.03596,.56733,.72623003,.0076199998,.03249,-.31975001,-.10826,.23503,.97438997,.035870001
402700,Utah Valley University,84058,49049,3805,1.71875,.016109999,1.50782,.018540001,1.81353,.0095300004,1.58764,.0149,1.6991301,1.52074,-.01154,.0084899999,-.067330003,-.043990001,.1561,.95652997,.057980001
403300,Asheville-Buncombe Technical Community College,28801,37021,744,.51002997,.02242,.69239002,.032639999,.68101001,.02595,.76424003,.034990001,.53360999,.70850998,.044190001,.02275,-.27623999,-.078659996,.22051001,.98013997,.091650002
406200,Pitt Community College,28590,37147,881.6666666666666,.54427999,.02134,.73663002,.032579999,.88398999,.02647,.83744001,.036079999,.62619001,.76087999,.13079999,.03187,-.41170001,-.10062,.22920001,.98878002,.02853
406900,University of Minnesota-Crookston,56716,27119,7632.666666666667,1.61446,.041949999,1.07517,.054049999,1.69222,.03241,1.13647,.051600002,1.58018,1.08621,-.02169,.01017,-.070900001,-.046270002,.38108999,.99616998,.04721
407200,Northwood University,48640,26111,673,1.61783,.03356,1.28942,.042989999,1.75298,.02424,1.36576,.039050002,1.63088,1.27443,.0080000004,-.01176,-.074859999,-.071659997,.39377001,.99698001,.05212
407500,Eastern Iowa Community College District,52801,19163,1237,.95222002,.036180001,.87199003,.041839998,1.39833,.030230001,.96456999,.042619999,1.09653,.90233999,.13160001,.033629999,-.27524,-.068970002,.22259,.97404999,.096139997
407600,Kirkwood Community College,52406,19113,2688.333333333333,1.42899,.020509999,1.01326,.02249,1.65725,.01273,1.06143,.02162,1.4431,1.0146199,.00978,.00134,-.14839,-.046130002,.21084,.98378998,.080169998
445200,Montgomery County Community College,19422,42091,1608,1.28847,.02746,1.2054,.0337,1.52316,.019680001,1.2886699,.030579999,1.39433,1.25295,.075929999,.037950002,-.092390001,-.028510001,.23915,.96750998,.05429
445300,Dallas College,75215,48113,8513,.92092001,.037110001,,,1.09008,.03548,,,1.0349,,.11013,,-.05333,,.16395999,.82256001,.03514
448000,De Anza College,95014,6085,4000.666666666667,1.72899,.028759999,1.09682,.043060001,1.76319,.020160001,1.26244,.038260002,1.73842,1.13138,.0054299999,.030549999,-.01425,-.11584,.18519001,.90556997,.050799999
448100,Ohlone College,94539,6001,1059.333333333333,1.8049901,.034219999,1.43872,.052209999,1.87049,.021539999,1.50616,.043990001,1.8174599,1.4156801,.0068600001,-.01627,-.02918,-.063919999,.23936,.95054001,.043439999
450200,City College of San Francisco,94112,6075,2076.333333333333,1.47352,.0328,.59109002,.04733,1.61463,.02344,.75787002,.054310001,1.5211,.72280002,.031289998,.18221,-.061480001,-.048519999,.18602,.91764998,.05263
450600,Colorado Mountain College,81601,8045,725.6666666666666,1.49709,.036479998,.84249002,.0493,1.61318,.027070001,1.15007,.048829999,1.49386,1.0158,-.0021599999,.17061,-.07987,-.13218001,.33691001,.97921002,.070430003
450800,University of Colorado Denver/Anschutz Medical Campus,80217,8001,6414.666666666667,1.72923,.0337,1.1250499,.04321,1.80843,.023320001,1.21192,.039549999,1.71675,1.12949,-.0072699999,.0039300001,-.053399999,-.072980002,.18844,.89674002,.068960004
450900,University of Colorado Colorado Springs,80918,8041,6414.666666666667,1.6348701,.024590001,1.28785,.031890001,1.73148,.01791,1.36085,.028510001,1.6236,1.31469,-.0069400002,.020409999,-.066440001,-.035110001,.19539,.96309,.05486
451300,Housatonic Community College,6604,9001,608.3333333333334,.77511001,.034650002,.70433003,.055059999,1.28591,.03107,1.06069,.055229999,.99267,.88884997,.21917,.20759,-.29539999,-.19332001,.20336001,.96582001,.039530002
454900,Leeward Community College,96782,15003,5860.333333333333,1.1818,.038010001,1.35041,.053509999,1.3083,.031959999,1.4170099,.04569,1.217,1.39187,.02892,.029789999,-.07502,-.018060001,.19949,.91882998,.045060001
457900,International Business College-Indianapolis,46256,18097,262,1.30562,.085139997,,,1.43111,.067910001,,,1.37532,,.05068,,-.040569998,,.45952001,.93913001,.10258
458700,Northeast Iowa Community College,52132,19191,730.3333333333334,1.35805,.031550001,.75923002,.035,1.53269,.022569999,.83020002,.03568,1.35627,.77504998,-.00131,.020400001,-.13007,-.071160004,.2746,.99150002,.05593
459500,Hawkeye Community College,50701,19013,1137,1.2991199,.027079999,.88998002,.02957,1.60364,.01826,.92567003,.029890001,1.39425,.89586002,.068230003,.0065700002,-.15018,-.03328,.23359001,.98838001,.059429999
459800,Iowa Western Community College,51503,19155,757.6666666666666,1.37028,.02605,.90149999,.029899999,1.55529,.01929,1.00088,.029820001,1.36694,.93185002,-.00244,.032570001,-.13778,-.074079998,.23868001,.97912002,.053800002
461900,Sullivan University,40205,21111,875.3333333333334,1.20669,.048840001,.77547997,.054000001,1.37049,.04256,.85729003,.056960002,1.23088,.75858003,.019649999,-.02227,-.11342,-.13011999,.28037,.93602997,.085079998
462500,Delgado Community College,70119,22071,2348.333333333333,.66782999,.02115,.66536999,.03176,.98539001,.02245,.87393999,.03469,.73831999,.73221999,.095480002,.091300003,-.33463001,-.19354001,.1753,.94806999,.040589999
464100,Dunwoody College of Technology,55403,27053,336.6666666666667,,,,,,,,,,,,,,,.29984978,.79723084,.035774715
465000,Chesapeake College,21679,24035,389.6666666666667,.97747999,.033410002,1.14265,.04236,1.17467,.03025,1.2410901,.039590001,1.02081,1.19112,.04245,.0407,-.15072,-.041949999,.30754,.99485999,.05057
466100,Hampshire College,1002,25015,281.3333333333333,1.77187,.035020001,1.43766,.060339998,1.81823,.0233,1.44788,.050159998,1.7496099,1.48511,-.01272,.031950001,-.039220002,.02507,.34101999,.99866003,.27862999
467300,Baker College,48867,26155,2788,.92400002,.032109998,.74118,.03537,1.25582,.029820001,.82494998,.03706,1.04605,.77405,.11668,.042470001,-.20052999,-.065750003,.20543,.87660003,.083949998
471100,State Technical College of Missouri,65051,29151,302.6666666666667,1.39419,.052129999,.83332002,.05852,1.47471,.042970002,.92216003,.059300002,1.37765,.87599999,-.01201,.048730001,-.070459999,-.052689999,.30882001,.96575999,.051479999
471300,Three Rivers College,63901,29023,621.3333333333334,1.2491699,.033289999,.55695999,.034249999,1.39742,.02589,.65272999,.038710002,1.186,.54190999,-.053259999,-.02778,-.17827,-.2045,.28726,.99258,.10317
473600,Bergen Community College,7652,34003,1818,1.5265501,.027100001,1.05794,.03675,1.6956199,.018270001,1.27527,.03339,1.56757,1.12857,.02617,.062579997,-.081689999,-.12999,.23626,.95265001,.038710002
474000,Mercer County Community College,8550,34021,1087.5,.83196002,.028170001,1.01525,.03977,1.55264,.019400001,1.44223,.0319,1.24423,1.2037801,.33133999,.15661,-.24787,-.19808,.24131,.98651999,.041379999
474200,Central New Mexico Community College,87106,35001,3481.666666666667,.58451003,.019990001,.73631001,.02926,.84838003,.022129999,.94753999,.030379999,.65272999,.79189003,.10451,.070189998,-.29975,-.19655,.12875,.93146002,.040789999
474300,Clovis Community College,88101,35009,424,.65654999,.0561,.80175,.074479997,.84887999,.063359998,.94076997,.08354,.73856002,.78758001,.11103,-.017990001,-.14937,-.19451,.25687,.97303998,.0222
475900,CUNY York College,11451,36081,368,1.59971,.045219999,,,1.63144,.03466,,,1.5515,,-.03107,,-.051520001,,.20652001,.87954003,.032170001
478800,Herkimer County Community College,13350,36043,614.3333333333334,1.20749,.033440001,.88712001,.042199999,1.36994,.028589999,.95773,.041719999,1.20231,.91097999,-.0043000001,.02619,-.13942,-.051320001,.28294,.98829001,.047929998
479900,Monroe College,10468,36005,928.3333333333334,1.00252,.037439998,.62990999,.05161,1.1342,.03559,.57898003,.06261,.98593003,.56171,-.01682,-.12141,-.15039,-.030750001,.18095,.84052002,.02324
483500,Caldwell Community College and Technical Institute,28638,37027,506,.57560003,.02922,.66623002,.036419999,.75173998,.03201,.74017,.039250001,.56804001,.67706001,-.0133,.016009999,-.32339999,-.093199998,.25233001,.99065,.040309999
483800,Guilford Technical Community College,27282,37081,1477,.53522003,.022260001,.83915001,.033360001,.79528999,.026869999,.93647999,.035409998,.59895998,.85152,.10642,.01452,-.32778999,-.099780001,.18835001,.95934999,.034010001
484400,Wake Technical Community College,27603,37183,1477.333333333333,1.0303299,.02272,1.01767,.02874,1.3293,.018759999,1.17936,.02681,1.09945,1.05408,.062859997,.034540001,-.20906,-.11885,.16547,.95253998,.05249
484500,Wilson Community College,27893,37195,263.6666666666667,.56155002,.040100001,.62133002,.058290001,.77696002,.045960002,.84775001,.071180001,.55142999,.69621003,-.01835,.10755,-.40900001,-.21765999,.27274001,.98536998,.023229999
485200,Clark State Community College,45501,39023,603.3333333333334,.91424,.035190001,.78196001,.039960001,1.23546,.030549999,.89794999,.042750001,1.0201499,.82789999,.10383,.055489998,-.21106,-.08461,.22658999,.96858001,.080969997
486100,University of Northwestern Ohio,45805,39003,,1.36602,.030409999,.93730003,.03294,1.44251,.02571,.95986998,.03241,1.2996401,.91785002,-.05108,-.021190001,-.10994,-.045779999,.19617,.95442998,.075539999
487800,Clackamas Community College,97045,41005,1338,1.1982,.029069999,1.16789,.033519998,1.40476,.023669999,1.26745,.030479999,1.21991,1.1773,.0178,.0079899998,-.15152,-.076569997,.23756,.96609998,.066469997
489000,Central Penn College,17093,42041,241.6666666666667,1.45582,.062820002,,,1.59777,.05167,,,1.47343,,.01195,,-.08439,,.37307999,.97105998,.038589999
490200,Penn Commercial Business/Technical School,15301,42125,,.9964,.088150002,,,1.21971,.07863,,,1.0473,,.048610002,,-.16462,,.29164001,.9569,.04606
492000,Trident Technical College,29423,45019,1909,.79957998,.020269999,.81831998,.02713,1.0991,.019850001,.96302003,.02813,.89121997,.86974001,.10282,.059119999,-.23326001,-.10726,.18487,.97570002,.051630002
492500,Horry-Georgetown Technical College,29526,45051,786.3333333333334,.56681001,.02163,.64499998,.029650001,.71481001,.024049999,.72722,.033059999,.60201001,.68330997,.05847,.056060001,-.18736,-.064259999,.23559999,.98509997,.036210001
492600,Tri-County Technical College,29670,45007,778.3333333333334,.83727002,.025350001,.77126002,.030920001,1.0469199,.023010001,.84359002,.031459998,.83324999,.79097003,-.0048199999,.02492,-.25643,-.066519998,.2281,.98233998,.039000001
492700,University of South Carolina-Union,29379,45087,4538.666666666667,,,,,,,,,,,,,,,.44178903,.98839104,.0085285325
493700,Jackson State Community College,38301,47113,828,1.02775,.028410001,.65811998,.033,1.27201,.024839999,.76357001,.035599999,1.05301,.66604,.02399,.01189,-.20798001,-.14644,.26258001,.98888999,.05463
497200,Galveston College,77550,48167,234,.89895999,.042459998,.75053,.063060001,1.20584,.040440001,.87453997,.067510001,.99308997,.86518002,.094789997,.13252001,-.21423,-.01082,.31147999,.99386001,.042520002
498800,Central Virginia Community College,24502,51680,625.6666666666666,1.07783,.03112,.82115,.038729999,1.2834001,.027629999,.89648002,.041049998,1.10263,.86689001,.02249,.052760001,-.16394,-.034139998,.25422999,.98623002,.068879999
499600,Dabney S Lancaster Community College,24422,51005,161.3333333333333,1.0093499,.047940001,.81717998,.053520001,1.14759,.044720002,.83429003,.053830002,.99102002,.78665,-.0185,-.038800001,-.15798999,-.060559999,.41444999,.99728,.043529999
499900,Bellingham Technical College,98225,53073,313.3333333333333,.94549,.049120001,.96086001,.06639,1.12956,.045850001,1.07414,.063129999,.99720001,.99849999,.051860001,.037689999,-.13273001,-.075759999,.21428999,.91610998,.087569997
500000,Pierce College District,98498,53053,1613.666666666667,1.38536,.03345,1.30344,.036789998,1.4945199,.025429999,1.40079,.034010001,1.3782901,1.2596,-.0051299999,-.0348,-.08433,-.11209,.19581001,.91481,.066019997
500100,Edmonds College,98036,53061,1084,1.42634,.035190001,1.07108,.044240002,1.50574,.028449999,1.14613,.041310001,1.43637,1.05655,.0069800001,-.01376,-.048300002,-.084789999,.21664,.93779999,.0581
500600,Walla Walla Community College,99362,53071,538,1.01047,.035580002,.93589997,.04456,1.23667,.03131,1.0728199,.042679999,1.04886,.96635997,.036600001,.03153,-.17907,-.11016,.28593001,.99308997,.06089
501500,University of Wisconsin-Parkside,53144,55059,26143,1.44945,.030750001,1.16052,.039239999,1.6507601,.02149,1.24386,.035399999,1.4997,1.18073,.03351,.017109999,-.10072,-.053470001,.22770999,.97812998,.063790001
501900,Universidad Adventista de las Antillas,680,72097,,,,,,,,,,,,,,,,.47348738,.99512339,.033475675
502600,Inter American University of Puerto Rico-Arecibo,614,72013,,.74607003,.057720002,,,.91298997,.063060001,,,.75288999,,.0090600001,,-.21264,,.16898,.86748999,.01485
502800,Inter American University of Puerto Rico-Bayamon,957,72021,,,,,,,,,,,,,,,,.20623085,.70705992,.01993173
502900,Inter American University of Puerto Rico-Ponce,715,72113,,.67934,.056159999,,,.82418001,.059900001,,,.71867001,,.054719999,,-.14681999,,.16407,.86478001,.01107
520800,The College of Westchester,10606,36119,176,1.05899,.077349998,,,1.17259,.071039997,,,1.07384,,.01383,,-.091949999,,.33660999,.93590999,.01397
522000,Salt Lake Community College,84123,49035,4508,1.42949,.02208,1.2532099,.025560001,1.60226,.01504,1.38726,.02146,1.4608999,1.28757,.021500001,.026690001,-.096759997,-.077430002,.14701,.92379999,.07474
522300,New River Community College,24084,51155,596,1.08822,.034200002,.87120998,.03867,1.25965,.029929999,.96252,.040429998,1.06985,.87936002,-.01716,.0092700003,-.17739999,-.094570003,.29444,.99347001,.089050002
524400,Bluegrass Community and Technical College,40506,21067,,1.02745,.02994,.66232997,.033089999,1.27776,.02557,.77298999,.036669999,1.0672801,.68440998,.037319999,.032260001,-.19721,-.12943,.22728001,.95223999,.078819998
524500,University of Arkansas Community College-Morrilton,72110,5029,245.6666666666667,.80703998,.05373,.71404999,.06701,.88146001,.05562,.70569003,.069600001,.85224998,.67895001,.053059999,-.051690001,-.03427,-.039379999,.29279,.96511,.087990001
525200,Ridgewater College,56201,27067,26989.66666666667,1.4627,.030680001,.87129998,.0341,1.62933,.02108,.91358,.034419999,1.4691401,.88278002,.0043799998,.01301,-.10903,-.03489,.27094001,.98714,.07186
525400,Lanier Technical College,30507,13139,302.6666666666667,.8531,.04064,.92404002,.056030001,1.15714,.037360001,1.02803,.054249998,.90818,.97048002,.060649998,.047850002,-.27414,-.059300002,.20124,.90811002,.037269998
525600,Wiregrass Georgia Technical College,31602,13185,,.39458999,.02541,.67629999,.042780001,.60218,.0341,.80900002,.04721,.42829999,.71781999,.078709997,.057840001,-.40599,-.12702,.23955999,.97250003,.031860001
525800,Hawaii Community College,96720,15001,5860.333333333333,.88879001,.047809999,.79462999,.064889997,1.12256,.04369,.92625999,.068080001,.95694,.90802997,.071220003,.12488,-.17307,-.02008,.22156,.96557999,.10357
526000,J. F. Drake State Community and Technical College,35811,1089,,,,,,,,,,,,,,,,.23034161,.94340479,.056792628
526300,Minnesota West Community and Technical College,56241,27173,26989.66666666667,1.40025,.049570002,.77446997,.05559,1.57529,.03246,.77912998,.056329999,1.36968,.77737999,-.02232,.0037499999,-.15011001,-.0022400001,.31470999,.98210001,.049490001
526400,Flint Hills Technical College,66801,20111,,1.0283999,.065059997,.74159002,.079999998,1.23031,.057549998,.86072999,.089210004,1.06774,.73570001,.036839999,-.0080000004,-.15225001,-.16993999,.31266999,.98014998,.052110001
